"id","trip","count","timestamp","lat","long","Type","Location"
"11","9",902,2014-01-07 08:19:11,36.048,24.8796,"O","GASTech"
"12","1",199,2014-01-06 07:05:01,36.0678,24.8991,"H","ID 12"
"12","1",199,2014-01-06 07:11:16,36.0636,24.8859,"P","Hallowed Grounds"
"12","10",363,2014-01-07 12:07:01,36.048,24.8796,"O","GASTech"
"12","10",363,2014-01-07 12:15:26,36.0658,24.8524,"P","Kalami Kafenion"
"12","11",346,2014-01-07 13:48:01,36.0658,24.8525,"P","Kalami Kafenion"
"12","11",346,2014-01-07 13:56:26,36.048,24.8796,"O","GASTech"
"12","12",268,2014-01-07 17:15:01,36.048,24.8796,"O","GASTech"
"12","12",268,2014-01-07 17:21:41,36.0678,24.8991,"H","ID 12"
"12","13",215,2014-01-08 07:10:01,36.0678,24.8991,"H","ID 12"
"12","13",215,2014-01-08 07:16:16,36.0636,24.8859,"P","Hallowed Grounds"
"12","14",332,2014-01-08 07:47:01,36.0637,24.8859,"P","Hallowed Grounds"
"12","14",332,2014-01-08 07:54:09,36.048,24.8796,"O","GASTech"
"12","15",152,2014-01-08 12:14:01,36.048,24.8796,"O","GASTech"
"12","15",152,2014-01-08 12:17:23,36.0545,24.8999,"P","Katerina cafe"
"12","16",156,2014-01-08 14:08:01,36.0544,24.8999,"P","Katerina cafe"
"12","16",156,2014-01-08 14:11:23,36.048,24.8796,"O","GASTech"
"12","17",255,2014-01-08 17:28:01,36.048,24.8796,"O","GASTech"
"12","17",255,2014-01-08 17:34:41,36.0678,24.8992,"H","ID 12"
"12","18",341,2014-01-08 19:22:01,36.0678,24.8991,"H","ID 12"
"12","18",341,2014-01-08 19:33:01,36.0604,24.8566,"P","General Grocer"
"12","19",328,2014-01-08 21:04:01,36.0604,24.8565,"P","General Grocer"
"12","19",328,2014-01-08 21:15:01,36.0679,24.8991,"H","ID 12"
"12","2",329,2014-01-06 07:44:01,36.0637,24.8859,"P","Hallowed Grounds"
"12","2",329,2014-01-06 07:51:09,36.048,24.8796,"O","GASTech"
"12","20",203,2014-01-09 07:04:01,36.0678,24.8991,"H","ID 12"
"12","20",203,2014-01-09 07:10:16,36.0637,24.8859,"P","Hallowed Grounds"
"12","21",321,2014-01-09 07:51:01,36.0637,24.8859,"P","Hallowed Grounds"
"12","21",321,2014-01-09 07:58:09,36.048,24.8796,"O","GASTech"
"12","22",114,2014-01-09 12:32:01,36.048,24.8796,"O","GASTech"
"12","22",114,2014-01-09 12:34:05,36.0519,24.8708,"P","Ouzeri Elian"
"12","23",101,2014-01-09 14:10:01,36.0519,24.8709,"P","Ouzeri Elian"
"12","23",101,2014-01-09 14:12:05,36.048,24.8796,"O","GASTech"
"12","24",284,2014-01-09 17:14:01,36.048,24.8796,"O","GASTech"
"12","24",284,2014-01-09 17:20:41,36.0678,24.8992,"H","ID 12"
"12","25",188,2014-01-10 07:29:01,36.0677,24.8991,"H","ID 12"
"12","25",188,2014-01-10 07:35:16,36.0636,24.8859,"P","Hallowed Grounds"
"12","26",331,2014-01-10 07:52:01,36.0636,24.8859,"P","Hallowed Grounds"
"12","26",331,2014-01-10 07:59:09,36.048,24.8796,"O","GASTech"
"12","27",146,2014-01-10 12:22:01,36.048,24.8796,"O","GASTech"
"12","27",146,2014-01-10 12:25:23,36.0545,24.9,"P","Katerina cafe"
"12","28",147,2014-01-10 14:13:01,36.0544,24.8999,"P","Katerina cafe"
"12","28",147,2014-01-10 14:16:23,36.048,24.8796,"O","GASTech"
"12","29",281,2014-01-10 17:14:01,36.048,24.8796,"O","GASTech"
"12","29",281,2014-01-10 17:20:41,36.0677,24.8991,"H","ID 12"
"12","3",339,2014-01-06 12:28:01,36.048,24.8796,"O","GASTech"
"12","3",339,2014-01-06 12:36:17,36.0634,24.851,"P","Abila Zacharo"
"12","30",94,2014-01-10 18:57:01,36.0677,24.8992,"H","ID 12"
"12","30",94,2014-01-10 19:00:19,36.0558,24.9026,"P","Guy Gyros"
"12","31",92,2014-01-10 20:28:01,36.0558,24.9025,"P","Guy Gyros"
"12","31",92,2014-01-10 20:31:19,36.0678,24.8991,"H","ID 12"
"12","32",387,2014-01-11 13:01:01,36.0677,24.8992,"H","ID 12"
"12","32",387,2014-01-11 13:11:04,36.0659,24.8524,"P","Kalami Kafenion"
"12","34",372,2014-01-11 14:18:01,36.0658,24.8524,"P","Kalami Kafenion"
"12","34",372,2014-01-11 14:28:05,36.0677,24.8992,"H","ID 12"
"12","35",397,2014-01-11 18:25:01,36.0677,24.8991,"H","ID 12"
"12","35",397,2014-01-11 18:35:05,36.0658,24.8524,"P","Kalami Kafenion"
"12","36",361,2014-01-11 20:34:01,36.0658,24.8524,"P","Kalami Kafenion"
"12","36",361,2014-01-11 20:44:03,36.0677,24.8992,"H","ID 12"
"12","38",79,2014-01-12 18:27:01,36.0678,24.8991,"H","ID 12"
"12","38",79,2014-01-12 18:31:01,36.0558,24.9025,"P","Guy Gyros"
"12","39",97,2014-01-12 19:29:01,36.0558,24.9025,"P","Guy Gyros"
"12","39",97,2014-01-12 19:32:19,36.0677,24.8992,"H","ID 12"
"12","4",324,2014-01-06 14:12:01,36.0634,24.851,"P","Abila Zacharo"
"12","4",324,2014-01-06 14:23:01,36.048,24.8796,"O","GASTech"
"12","40",205,2014-01-13 07:39:01,36.0678,24.8992,"H","ID 12"
"12","40",205,2014-01-13 07:45:16,36.0636,24.8859,"P","Hallowed Grounds"
"12","41",328,2014-01-13 07:57:01,36.0636,24.8859,"P","Hallowed Grounds"
"12","41",328,2014-01-13 08:04:09,36.048,24.8796,"O","GASTech"
"12","42",162,2014-01-13 12:11:01,36.048,24.8796,"O","GASTech"
"12","42",162,2014-01-13 12:14:42,36.0558,24.9025,"P","Guy Gyros"
"12","43",155,2014-01-13 13:59:01,36.0558,24.9025,"P","Guy Gyros"
"12","43",155,2014-01-13 14:02:41,36.048,24.8796,"O","GASTech"
"12","45",275,2014-01-13 17:27:01,36.048,24.8796,"O","GASTech"
"12","45",275,2014-01-13 17:33:41,36.0677,24.8991,"H","ID 12"
"12","46",92,2014-01-13 18:49:01,36.0677,24.8991,"H","ID 12"
"12","46",92,2014-01-13 18:52:19,36.0558,24.9025,"P","Guy Gyros"
"12","47",88,2014-01-13 21:09:01,36.0558,24.9026,"P","Guy Gyros"
"12","47",88,2014-01-13 21:12:18,36.0677,24.8992,"H","ID 12"
"12","49",198,2014-01-14 07:15:01,36.0678,24.8991,"H","ID 12"
"12","49",198,2014-01-14 07:21:16,36.0636,24.8859,"P","Hallowed Grounds"
"12","5",285,2014-01-06 17:12:01,36.048,24.8796,"O","GASTech"
"12","5",285,2014-01-06 17:18:41,36.0678,24.8991,"H","ID 12"
"12","50",323,2014-01-14 07:50:01,36.0636,24.886,"P","Hallowed Grounds"
"12","50",323,2014-01-14 07:57:09,36.048,24.8796,"O","GASTech"
"12","51",98,2014-01-14 12:05:01,36.048,24.8796,"O","GASTech"
"12","51",98,2014-01-14 12:07:05,36.052,24.8708,"P","Ouzeri Elian"
"12","52",107,2014-01-14 14:01:01,36.0519,24.8708,"P","Ouzeri Elian"
"12","52",107,2014-01-14 14:03:05,36.048,24.8796,"O","GASTech"
"12","53",267,2014-01-14 17:24:01,36.048,24.8796,"O","GASTech"
"12","53",267,2014-01-14 17:30:41,36.0678,24.8992,"H","ID 12"
"12","54",95,2014-01-14 19:26:01,36.0677,24.8991,"H","ID 12"
"12","54",95,2014-01-14 19:29:19,36.0558,24.9025,"P","Guy Gyros"
"12","55",83,2014-01-14 20:02:01,36.0558,24.9025,"P","Guy Gyros"
"12","55",83,2014-01-14 20:05:19,36.0678,24.8991,"H","ID 12"
"12","56",192,2014-01-15 07:11:01,36.0678,24.8991,"H","ID 12"
"12","56",192,2014-01-15 07:17:16,36.0637,24.8859,"P","Hallowed Grounds"
"12","57",345,2014-01-15 07:49:01,36.0636,24.8859,"P","Hallowed Grounds"
"12","57",345,2014-01-15 07:56:09,36.048,24.8796,"O","GASTech"
"12","58",97,2014-01-15 12:20:01,36.048,24.8796,"O","GASTech"
"12","58",97,2014-01-15 12:22:05,36.052,24.8708,"P","Ouzeri Elian"
"12","59",103,2014-01-15 13:47:01,36.0519,24.8708,"P","Ouzeri Elian"
"12","59",103,2014-01-15 13:49:05,36.048,24.8796,"O","GASTech"
"12","6",99,2014-01-06 18:52:01,36.0677,24.8991,"H","ID 12"
"12","6",99,2014-01-06 18:55:19,36.0557,24.9025,"P","Guy Gyros"
"12","60",265,2014-01-15 17:33:01,36.048,24.8796,"O","GASTech"
"12","60",265,2014-01-15 17:39:41,36.0678,24.8992,"H","ID 12"
"12","61",404,2014-01-15 18:47:01,36.0678,24.8991,"H","ID 12"
"12","61",404,2014-01-15 18:57:35,36.0658,24.8498,"P","Kronos Mart"
"12","62",420,2014-01-15 19:33:01,36.0659,24.8498,"P","Kronos Mart"
"12","62",420,2014-01-15 19:43:35,36.0678,24.8991,"H","ID 12"
"12","63",193,2014-01-16 07:26:01,36.0678,24.8991,"H","ID 12"
"12","63",193,2014-01-16 07:32:16,36.0637,24.8859,"P","Hallowed Grounds"
"12","64",321,2014-01-16 07:46:01,36.0636,24.8859,"P","Hallowed Grounds"
"12","64",321,2014-01-16 07:53:09,36.048,24.8796,"O","GASTech"
"12","65",322,2014-01-16 12:17:01,36.048,24.8796,"O","GASTech"
"12","65",322,2014-01-16 12:25:17,36.0635,24.851,"P","Abila Zacharo"
"12","66",326,2014-01-16 13:52:01,36.0635,24.851,"P","Abila Zacharo"
"12","66",326,2014-01-16 14:00:17,36.048,24.8796,"O","GASTech"
"12","67",274,2014-01-16 17:39:01,36.048,24.8796,"O","GASTech"
"12","67",274,2014-01-16 17:45:41,36.0678,24.8991,"H","ID 12"
"12","68",101,2014-01-16 19:28:01,36.0677,24.8991,"H","ID 12"
"12","68",101,2014-01-16 19:31:19,36.0557,24.9025,"P","Guy Gyros"
"12","69",95,2014-01-16 20:41:01,36.0558,24.9026,"P","Guy Gyros"
"12","69",95,2014-01-16 20:44:19,36.0677,24.8992,"H","ID 12"
"12","7",100,2014-01-06 20:37:01,36.0558,24.9026,"P","Guy Gyros"
"12","7",100,2014-01-06 20:41:01,36.0678,24.8991,"H","ID 12"
"12","70",476,2014-01-17 07:38:01,36.0677,24.8991,"H","ID 12"
"12","70",476,2014-01-17 07:49:40,36.048,24.8796,"O","GASTech"
"12","71",337,2014-01-17 12:27:01,36.048,24.8796,"O","GASTech"
"12","71",337,2014-01-17 12:35:26,36.0658,24.8524,"P","Kalami Kafenion"
"12","72",353,2014-01-17 14:07:01,36.0658,24.8525,"P","Kalami Kafenion"
"12","72",353,2014-01-17 14:15:26,36.048,24.8796,"O","GASTech"
"12","73",266,2014-01-17 17:36:01,36.048,24.8796,"O","GASTech"
"12","73",266,2014-01-17 17:42:41,36.0678,24.8991,"H","ID 12"
"12","74",336,2014-01-17 18:53:01,36.0678,24.8992,"H","ID 12"
"12","74",336,2014-01-17 19:03:01,36.0604,24.8565,"P","General Grocer"
"12","75",326,2014-01-17 20:51:01,36.0603,24.8565,"P","General Grocer"
"12","75",326,2014-01-17 21:01:01,36.0678,24.8991,"H","ID 12"
"12","76",95,2014-01-19 18:22:01,36.0678,24.8992,"H","ID 12"
"12","76",95,2014-01-19 18:25:19,36.0558,24.9026,"P","Guy Gyros"
"12","77",81,2014-01-19 20:18:01,36.0558,24.9026,"P","Guy Gyros"
"12","77",81,2014-01-19 20:21:16,36.0676,24.8992,"H","ID 12"
"12","8",204,2014-01-07 07:08:01,36.0678,24.8991,"H","ID 12"
"12","8",204,2014-01-07 07:14:16,36.0637,24.8859,"P","Hallowed Grounds"
"12","9",347,2014-01-07 07:52:01,36.0636,24.8859,"P","Hallowed Grounds"
"12","9",347,2014-01-07 07:59:09,36.048,24.8796,"O","GASTech"
"13","1",73,2014-01-06 07:27:01,36.0604,24.9056,"H","ID 13/15/16/21"
"13","1",73,2014-01-06 07:29:36,36.0541,24.9012,"P","Brew Served"
"13","10",256,2014-01-07 11:43:01,36.048,24.8796,"O","GASTech"
"13","10",256,2014-01-07 11:48:57,36.0632,24.9001,"N","Near Frydo"
"13","12",379,2014-01-07 12:18:01,36.0632,24.9002,"N","Near Frydo"
"13","12",379,2014-01-07 12:27:57,36.0635,24.851,"P","Abila Zacharo"
"13","13",323,2014-01-07 13:59:01,36.0633,24.851,"P","Abila Zacharo"
"13","13",323,2014-01-07 14:07:17,36.048,24.8796,"O","GASTech"
"13","14",179,2014-01-07 17:29:01,36.048,24.8796,"O","GASTech"
"13","14",179,2014-01-07 17:33:46,36.0604,24.9056,"H","ID 13/15/16/21"
"13","15",28,2014-01-07 18:36:01,36.0604,24.9056,"H","ID 13/15/16/21"
"13","15",28,2014-01-07 18:37:05,36.0558,24.9025,"P","Guy Gyros"
"13","16",32,2014-01-07 19:50:01,36.0558,24.9026,"P","Guy Gyros"
"13","16",32,2014-01-07 19:52:01,36.0603,24.9057,"H","ID 13/15/16/21"
"13","17",73,2014-01-08 07:17:01,36.0603,24.9057,"H","ID 13/15/16/21"
"13","17",73,2014-01-08 07:19:36,36.054,24.9012,"P","Brew Served"
"13","18",226,2014-01-08 08:05:01,36.054,24.9012,"P","Brew Served"
"13","18",226,2014-01-08 08:10:12,36.048,24.8796,"O","GASTech"
"13","19",256,2014-01-08 12:04:01,36.048,24.8796,"O","GASTech"
"13","19",256,2014-01-08 12:10:16,36.0598,24.858,"P","Gelatogalore"
"13","2",220,2014-01-06 08:03:01,36.054,24.9012,"P","Brew Served"
"13","2",220,2014-01-06 08:08:12,36.048,24.8796,"O","GASTech"
"13","20",250,2014-01-08 13:53:01,36.0597,24.8581,"P","Gelatogalore"
"13","20",250,2014-01-08 13:59:16,36.048,24.8796,"O","GASTech"
"13","21",192,2014-01-08 17:27:01,36.048,24.8796,"O","GASTech"
"13","21",192,2014-01-08 17:31:46,36.0604,24.9057,"H","ID 13/15/16/21"
"13","22",36,2014-01-08 19:06:01,36.0604,24.9056,"H","ID 13/15/16/21"
"13","22",36,2014-01-08 19:07:05,36.0558,24.9026,"P","Guy Gyros"
"13","23",26,2014-01-08 21:03:01,36.0558,24.9025,"P","Guy Gyros"
"13","23",26,2014-01-08 21:04:05,36.0604,24.9056,"H","ID 13/15/16/21"
"13","24",77,2014-01-09 07:46:01,36.0604,24.9057,"H","ID 13/15/16/21"
"13","24",77,2014-01-09 07:48:36,36.0541,24.9012,"P","Brew Served"
"13","25",228,2014-01-09 08:02:01,36.0541,24.9012,"P","Brew Served"
"13","25",228,2014-01-09 08:07:12,36.048,24.8796,"O","GASTech"
"13","26",414,2014-01-09 11:30:01,36.048,24.8796,"O","GASTech"
"13","26",414,2014-01-09 11:43:24,36.0695,24.8415,"N","Near Frank"
"13","27",82,2014-01-09 12:25:01,36.0695,24.8415,"N","Near Frank"
"13","27",82,2014-01-09 12:27:46,36.0634,24.851,"P","Abila Zacharo"
"13","28",338,2014-01-09 14:18:01,36.0635,24.851,"P","Abila Zacharo"
"13","28",338,2014-01-09 14:26:17,36.048,24.8796,"O","GASTech"
"13","29",194,2014-01-09 17:20:01,36.048,24.8796,"O","GASTech"
"13","29",194,2014-01-09 17:24:46,36.0604,24.9057,"H","ID 13/15/16/21"
"13","3",253,2014-01-06 12:09:01,36.048,24.8796,"O","GASTech"
"13","3",253,2014-01-06 12:15:16,36.0598,24.858,"P","Gelatogalore"
"13","30",83,2014-01-10 07:31:01,36.0604,24.9057,"H","ID 13/15/16/21"
"13","30",83,2014-01-10 07:33:36,36.0541,24.9012,"P","Brew Served"
"13","31",248,2014-01-10 08:13:01,36.054,24.9012,"P","Brew Served"
"13","31",248,2014-01-10 08:18:12,36.048,24.8796,"O","GASTech"
"13","32",267,2014-01-10 11:21:01,36.048,24.8796,"O","GASTech"
"13","32",267,2014-01-10 11:26:58,36.0632,24.9001,"N","Near Frydo"
"13","33",342,2014-01-10 12:16:01,36.0631,24.9001,"N","Near Frydo"
"13","33",342,2014-01-10 12:25:57,36.0634,24.851,"P","Abila Zacharo"
"13","34",338,2014-01-10 14:09:01,36.0634,24.851,"P","Abila Zacharo"
"13","34",338,2014-01-10 14:17:17,36.048,24.8796,"O","GASTech"
"13","35",196,2014-01-10 17:28:01,36.048,24.8796,"O","GASTech"
"13","35",196,2014-01-10 17:32:46,36.0604,24.9056,"H","ID 13/15/16/21"
"13","36",319,2014-01-10 18:48:01,36.0604,24.9056,"H","ID 13/15/16/21"
"13","36",319,2014-01-10 18:56:13,36.0528,24.8686,"P","Shoppers Delight"
"13","37",312,2014-01-10 20:23:01,36.0528,24.8686,"P","Shoppers Delight"
"13","37",312,2014-01-10 20:31:13,36.0604,24.9057,"H","ID 13/15/16/21"
"13","38",398,2014-01-11 18:28:01,36.0603,24.9056,"H","ID 13/15/16/21"
"13","38",398,2014-01-11 18:38:45,36.0658,24.8524,"P","Kalami Kafenion"
"13","39",375,2014-01-11 19:19:01,36.0658,24.8525,"P","Kalami Kafenion"
"13","39",375,2014-01-11 19:29:45,36.0603,24.9057,"H","ID 13/15/16/21"
"13","4",272,2014-01-06 14:11:01,36.0598,24.858,"P","Gelatogalore"
"13","4",272,2014-01-06 14:17:16,36.048,24.8796,"O","GASTech"
"13","40",318,2014-01-12 12:39:01,36.0604,24.9056,"H","ID 13/15/16/21"
"13","40",318,2014-01-12 12:46:45,36.052,24.8708,"P","Ouzeri Elian"
"13","41",41,2014-01-12 13:31:01,36.0519,24.8708,"P","Ouzeri Elian"
"13","41",41,2014-01-12 13:31:52,36.0528,24.8686,"P","Shoppers Delight"
"13","42",331,2014-01-12 15:36:01,36.0528,24.8686,"P","Shoppers Delight"
"13","42",331,2014-01-12 15:44:09,36.0604,24.9055,"H","ID 13/15/16/21"
"13","44",81,2014-01-13 08:10:01,36.0604,24.9056,"H","ID 13/15/16/21"
"13","44",81,2014-01-13 08:12:36,36.0541,24.9013,"P","Brew Served"
"13","45",239,2014-01-13 08:24:01,36.054,24.9013,"P","Brew Served"
"13","45",239,2014-01-13 08:29:12,36.048,24.8796,"O","GASTech"
"13","46",207,2014-01-13 11:51:01,36.048,24.8796,"O","GASTech"
"13","46",207,2014-01-13 11:55:36,36.059,24.8928,"N","Near Guy"
"13","47",335,2014-01-13 12:33:01,36.0589,24.8928,"N","Near Guy"
"13","47",335,2014-01-13 12:42:02,36.0635,24.851,"P","Abila Zacharo"
"13","48",319,2014-01-13 13:53:01,36.0634,24.851,"P","Abila Zacharo"
"13","48",319,2014-01-13 14:01:17,36.048,24.8796,"O","GASTech"
"13","49",197,2014-01-13 17:48:01,36.048,24.8796,"O","GASTech"
"13","49",197,2014-01-13 17:52:46,36.0604,24.9056,"H","ID 13/15/16/21"
"13","5",184,2014-01-06 17:40:01,36.048,24.8796,"O","GASTech"
"13","5",184,2014-01-06 17:44:46,36.0603,24.9057,"H","ID 13/15/16/21"
"13","50",29,2014-01-13 19:12:01,36.0604,24.9056,"H","ID 13/15/16/21"
"13","50",29,2014-01-13 19:14:01,36.0557,24.9026,"P","Guy Gyros"
"13","51",33,2014-01-13 20:22:01,36.0558,24.9025,"P","Guy Gyros"
"13","51",33,2014-01-13 20:23:05,36.0604,24.9056,"H","ID 13/15/16/21"
"13","52",73,2014-01-14 07:33:01,36.0604,24.9056,"H","ID 13/15/16/21"
"13","52",73,2014-01-14 07:35:36,36.0541,24.9012,"P","Brew Served"
"13","53",236,2014-01-14 08:05:01,36.054,24.9012,"P","Brew Served"
"13","53",236,2014-01-14 08:10:12,36.048,24.8796,"O","GASTech"
"13","54",150,2014-01-14 12:25:01,36.048,24.8796,"O","GASTech"
"13","54",150,2014-01-14 12:28:23,36.0544,24.9,"P","Katerina cafe"
"13","55",148,2014-01-14 14:03:01,36.0545,24.9,"P","Katerina cafe"
"13","55",148,2014-01-14 14:06:23,36.048,24.8796,"O","GASTech"
"13","56",186,2014-01-14 17:27:01,36.048,24.8796,"O","GASTech"
"13","56",186,2014-01-14 17:31:46,36.0604,24.9056,"H","ID 13/15/16/21"
"13","57",38,2014-01-14 19:15:01,36.0603,24.9057,"H","ID 13/15/16/21"
"13","57",38,2014-01-14 19:16:05,36.0557,24.9025,"P","Guy Gyros"
"13","58",38,2014-01-14 20:36:01,36.0557,24.9026,"P","Guy Gyros"
"13","58",38,2014-01-14 20:41:01,36.0604,24.9056,"H","ID 13/15/16/21"
"13","59",76,2014-01-15 07:12:01,36.0604,24.9056,"H","ID 13/15/16/21"
"13","59",76,2014-01-15 07:14:36,36.054,24.9012,"P","Brew Served"
"13","6",28,2014-01-06 19:19:01,36.0604,24.9056,"H","ID 13/15/16/21"
"13","6",28,2014-01-06 19:21:47,36.0558,24.9025,"P","Guy Gyros"
"13","60",227,2014-01-15 07:59:01,36.0541,24.9012,"P","Brew Served"
"13","60",227,2014-01-15 08:04:12,36.048,24.8796,"O","GASTech"
"13","61",215,2014-01-15 11:49:01,36.048,24.8796,"O","GASTech"
"13","61",215,2014-01-15 11:53:36,36.0589,24.8928,"N","Near Guy"
"13","62",282,2014-01-15 12:12:01,36.059,24.8928,"N","Near Guy"
"13","62",282,2014-01-15 12:19:21,36.0598,24.858,"P","Gelatogalore"
"13","63",264,2014-01-15 14:07:01,36.0598,24.858,"P","Gelatogalore"
"13","63",264,2014-01-15 14:13:16,36.048,24.8796,"O","GASTech"
"13","64",176,2014-01-15 17:39:01,36.048,24.8796,"O","GASTech"
"13","64",176,2014-01-15 17:43:46,36.0604,24.9056,"H","ID 13/15/16/21"
"13","65",354,2014-01-15 19:03:01,36.0604,24.9057,"H","ID 13/15/16/21"
"13","65",354,2014-01-15 19:12:51,36.0603,24.8566,"P","General Grocer"
"13","66",332,2014-01-15 19:57:01,36.0603,24.8565,"P","General Grocer"
"13","66",332,2014-01-15 20:06:51,36.0604,24.9057,"H","ID 13/15/16/21"
"13","67",71,2014-01-16 08:01:01,36.0603,24.9057,"H","ID 13/15/16/21"
"13","67",71,2014-01-16 08:03:36,36.054,24.9013,"P","Brew Served"
"13","68",245,2014-01-16 08:20:01,36.0541,24.9012,"P","Brew Served"
"13","68",245,2014-01-16 08:25:12,36.048,24.8796,"O","GASTech"
"13","69",131,2014-01-16 11:30:01,36.048,24.8796,"O","GASTech"
"13","69",131,2014-01-16 11:33:18,36.0502,24.9005,"N","Near Port"
"13","7",30,2014-01-06 20:29:01,36.0557,24.9025,"P","Guy Gyros"
"13","7",30,2014-01-06 20:30:05,36.0604,24.9056,"H","ID 13/15/16/21"
"13","70",40,2014-01-16 12:26:01,36.0501,24.9004,"N","Near Port"
"13","70",40,2014-01-16 12:27:15,36.0558,24.9026,"P","Guy Gyros"
"13","71",156,2014-01-16 13:49:01,36.0557,24.9026,"P","Guy Gyros"
"13","71",156,2014-01-16 13:52:42,36.048,24.8796,"O","GASTech"
"13","72",187,2014-01-16 17:28:01,36.048,24.8796,"O","GASTech"
"13","72",187,2014-01-16 17:32:46,36.0604,24.9056,"H","ID 13/15/16/21"
"13","73",411,2014-01-16 18:35:01,36.0604,24.9056,"H","ID 13/15/16/21"
"13","73",411,2014-01-16 18:45:26,36.0752,24.8563,"P","Albert Clothing"
"13","74",384,2014-01-16 20:26:01,36.0752,24.8563,"P","Albert Clothing"
"13","74",384,2014-01-16 20:36:25,36.0604,24.9056,"H","ID 13/15/16/21"
"13","75",76,2014-01-17 07:38:01,36.0603,24.9056,"H","ID 13/15/16/21"
"13","75",76,2014-01-17 07:40:36,36.0541,24.9012,"P","Brew Served"
"13","76",220,2014-01-17 08:24:01,36.0541,24.9012,"P","Brew Served"
"13","76",220,2014-01-17 08:29:12,36.048,24.8796,"O","GASTech"
"13","77",547,2014-01-17 11:07:01,36.048,24.8796,"O","GASTech"
"13","77",547,2014-01-17 11:19:32,36.0807,24.8468,"N","Near Been"
"13","78",240,2014-01-17 12:04:01,36.0806,24.8469,"N","Near Been"
"13","78",240,2014-01-17 12:10:34,36.0598,24.8581,"P","Gelatogalore"
"13","79",278,2014-01-17 13:59:01,36.0598,24.858,"P","Gelatogalore"
"13","79",278,2014-01-17 14:05:16,36.048,24.8796,"O","GASTech"
"13","8",64,2014-01-07 07:37:01,36.0604,24.9056,"H","ID 13/15/16/21"
"13","8",64,2014-01-07 07:39:36,36.054,24.9012,"P","Brew Served"
"13","80",182,2014-01-17 17:29:01,36.048,24.8796,"O","GASTech"
"13","80",182,2014-01-17 17:33:46,36.0604,24.9056,"H","ID 13/15/16/21"
"13","81",29,2014-01-17 18:37:01,36.0603,24.9056,"H","ID 13/15/16/21"
"13","81",29,2014-01-17 18:38:05,36.0558,24.9026,"P","Guy Gyros"
"13","82",31,2014-01-17 20:22:01,36.0557,24.9025,"P","Guy Gyros"
"13","82",31,2014-01-17 20:23:05,36.0604,24.9056,"H","ID 13/15/16/21"
"13","83",492,2014-01-18 11:13:01,36.0604,24.9057,"H","ID 13/15/16/21"
"13","83",492,2014-01-18 11:26:26,36.0806,24.8468,"N","Near Been"
"13","85",574,2014-01-18 12:59:01,36.0807,24.8469,"N","Near Been"
"13","85",574,2014-01-18 13:13:42,36.0544,24.8999,"P","Katerina cafe"
"13","86",63,2014-01-18 14:08:01,36.0544,24.8999,"P","Katerina cafe"
"13","86",63,2014-01-18 14:09:45,36.0603,24.9056,"H","ID 13/15/16/21"
"13","87",51,2014-01-18 18:35:01,36.0604,24.9056,"H","ID 13/15/16/21"
"13","87",51,2014-01-18 18:36:45,36.0545,24.8999,"P","Katerina cafe"
"13","88",43,2014-01-18 20:20:01,36.0545,24.8999,"P","Katerina cafe"
"13","88",43,2014-01-18 20:21:43,36.0604,24.9055,"H","ID 13/15/16/21"
"13","9",234,2014-01-07 08:11:01,36.0541,24.9012,"P","Brew Served"
"13","9",234,2014-01-07 08:16:12,36.048,24.8796,"O","GASTech"
"14","1",120,2014-01-06 07:26:01,36.0634,24.8961,"H","ID 14"
"14","1",120,2014-01-06 07:29:46,36.0637,24.8859,"P","Hallowed Grounds"
"14","10",262,2014-01-07 12:12:01,36.048,24.8796,"O","GASTech"
"14","10",262,2014-01-07 12:18:16,36.0597,24.8581,"P","Gelatogalore"
"14","11",250,2014-01-07 14:00:01,36.0598,24.8581,"P","Gelatogalore"
"14","11",250,2014-01-07 14:06:16,36.048,24.8796,"O","GASTech"
"14","12",243,2014-01-07 17:40:01,36.048,24.8796,"O","GASTech"
"14","12",243,2014-01-07 17:45:39,36.0634,24.8961,"H","ID 14"
"14","13",82,2014-01-07 18:47:01,36.0634,24.8961,"H","ID 14"
"14","13",82,2014-01-07 18:50:05,36.0545,24.9,"P","Katerina cafe"
"14","14",91,2014-01-07 20:17:01,36.0544,24.8999,"P","Katerina cafe"
"14","14",91,2014-01-07 20:20:05,36.0633,24.8962,"H","ID 14"
"14","15",125,2014-01-08 07:12:01,36.0634,24.8962,"H","ID 14"
"14","15",125,2014-01-08 07:15:46,36.0637,24.8859,"P","Hallowed Grounds"
"14","16",323,2014-01-08 07:48:01,36.0637,24.8859,"P","Hallowed Grounds"
"14","16",323,2014-01-08 07:55:09,36.048,24.8796,"O","GASTech"
"14","17",161,2014-01-08 12:25:01,36.048,24.8796,"O","GASTech"
"14","17",161,2014-01-08 12:28:42,36.0558,24.9025,"P","Guy Gyros"
"14","18",152,2014-01-08 13:58:01,36.0557,24.9025,"P","Guy Gyros"
"14","18",152,2014-01-08 14:01:42,36.048,24.8796,"O","GASTech"
"14","19",242,2014-01-08 17:43:01,36.048,24.8796,"O","GASTech"
"14","19",242,2014-01-08 17:48:39,36.0634,24.8962,"H","ID 14"
"14","2",321,2014-01-06 08:06:01,36.0636,24.886,"P","Hallowed Grounds"
"14","2",321,2014-01-06 08:13:09,36.048,24.8796,"O","GASTech"
"14","20",81,2014-01-08 19:47:01,36.0633,24.8962,"H","ID 14"
